Row ID,Order ID,product_id,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Sales,Quantity
2609,CA-2014-127446,57411,11/25/14,11/30/14,Standard Class,MC-17590,Matt Collister,Corporate,United States,Arlington,Texas,76017,Central,2.52,1
2610,CA-2014-127446,45718,11/25/14,11/30/14,Standard Class,MC-17590,Matt Collister,Corporate,United States,Arlington,Texas,76017,Central,1218.735,5
2611,CA-2014-127446,47647,11/25/14,11/30/14,Standard Class,MC-17590,Matt Collister,Corporate,United States,Arlington,Texas,76017,Central,5.904,2
2612,CA-2014-127446,33033,11/25/14,11/30/14,Standard Class,MC-17590,Matt Collister,Corporate,United States,Arlington,Texas,76017,Central,15.696,3
2613,CA-2014-127446,48252,11/25/14,11/30/14,Standard Class,MC-17590,Matt Collister,Corporate,United States,Arlington,Texas,76017,Central,6.096,3
2614,CA-2016-137204,46176,4/28/16,5/5/16,Standard Class,BO-11350,Bill Overfelt,Corporate,United States,Los Angeles,California,90045,West,41.568,2
2615,CA-2014-147298,46305,4/26/14,5/3/14,Standard Class,AG-10300,Aleksandra Gannaway,Corporate,United States,Los Angeles,California,90049,West,230.28,3
2616,CA-2014-147298,26246,4/26/14,5/3/14,Standard Class,AG-10300,Aleksandra Gannaway,Corporate,United States,Los Angeles,California,90049,West,18.288,6
2617,CA-2017-147942,8685,4/1/17,4/5/17,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,San Francisco,California,94110,West,5.78,2
2618,CA-2017-147942,59797,4/1/17,4/5/17,Standard Class,MS-17365,Maribeth Schnelling,Consumer,United States,San Francisco,California,94110,West,121.68,13
2619,CA-2017-115931,25367,12/22/17,12/26/17,Standard Class,JM-15655,Jim Mitchum,Corporate,United States,Carlsbad,New Mexico,88220,West,4.17,3
2620,CA-2017-115931,58796,12/22/17,12/26/17,Standard Class,JM-15655,Jim Mitchum,Corporate,United States,Carlsbad,New Mexico,88220,West,67.04,4
2621,CA-2017-115931,33608,12/22/17,12/26/17,Standard Class,JM-15655,Jim Mitchum,Corporate,United States,Carlsbad,New Mexico,88220,West,37.32,3
2622,CA-2017-115931,15896,12/22/17,12/26/17,Standard Class,JM-15655,Jim Mitchum,Corporate,United States,Carlsbad,New Mexico,88220,West,18.45,5
2623,CA-2014-164861,21354,12/3/14,12/6/14,Second Class,MC-17635,Matthew Clasen,Corporate,United States,Saint Louis,Missouri,63116,Central,25.92,4
2624,CA-2017-127180,14385,10/22/17,10/24/17,First Class,TA-21385,Tom Ashbrook,Home Office,United States,New York City,New York,10024,East,11199.968,4
2625,CA-2017-127180,37419,10/22/17,10/24/17,First Class,TA-21385,Tom Ashbrook,Home Office,United States,New York City,New York,10024,East,2399.6,8
2626,CA-2017-127180,24443,10/22/17,10/24/17,First Class,TA-21385,Tom Ashbrook,Home Office,United States,New York City,New York,10024,East,63.9,5
2627,CA-2017-127180,30134,10/22/17,10/24/17,First Class,TA-21385,Tom Ashbrook,Home Office,United States,New York City,New York,10024,East,52.99,1
2628,US-2017-165344,18460,11/13/17,11/15/17,First Class,SB-20290,Sean Braxton,Corporate,United States,Springfield,Ohio,45503,East,60.864,4
2629,US-2017-165344,36883,11/13/17,11/15/17,First Class,SB-20290,Sean Braxton,Corporate,United States,Springfield,Ohio,45503,East,652.995,7
2630,US-2017-165344,4083,11/13/17,11/15/17,First Class,SB-20290,Sean Braxton,Corporate,United States,Springfield,Ohio,45503,East,11.22,10
2631,CA-2015-168186,49766,9/10/15,9/15/15,Standard Class,AB-10150,Aimee Bixby,Consumer,United States,Tulsa,Oklahoma,74133,Central,14.94,3
2632,US-2017-110604,11046,5/15/17,5/20/17,Standard Class,JF-15295,Jason Fortune-,Consumer,United States,Seattle,Washington,98103,West,39.96,2
2633,US-2017-110604,9632,5/15/17,5/20/17,Standard Class,JF-15295,Jason Fortune-,Consumer,United States,Seattle,Washington,98103,West,42.624,2
2634,US-2017-110604,43485,5/15/17,5/20/17,Standard Class,JF-15295,Jason Fortune-,Consumer,United States,Seattle,Washington,98103,West,220.96,1
2635,CA-2015-116750,49676,7/5/15,7/10/15,Second Class,BF-10975,Barbara Fisher,Corporate,United States,Fayetteville,North Carolina,28314,South,4.928,2
2636,CA-2015-116750,44343,7/5/15,7/10/15,Second Class,BF-10975,Barbara Fisher,Corporate,United States,Fayetteville,North Carolina,28314,South,7.23,5
2637,CA-2015-162369,2319,8/15/15,8/19/15,Standard Class,TT-21265,Tim Taslimi,Corporate,United States,Los Angeles,California,90045,West,323.1,2
2638,CA-2017-108441,46653,6/12/17,6/18/17,Standard Class,SB-20170,Sarah Bern,Consumer,United States,New York City,New York,10035,East,19.04,4
2639,CA-2017-108441,30558,6/12/17,6/18/17,Standard Class,SB-20170,Sarah Bern,Consumer,United States,New York City,New York,10035,East,13.128,3
2640,CA-2017-108441,23526,6/12/17,6/18/17,Standard Class,SB-20170,Sarah Bern,Consumer,United States,New York City,New York,10035,East,64.14,3
2641,CA-2017-108441,57297,6/12/17,6/18/17,Standard Class,SB-20170,Sarah Bern,Consumer,United States,New York City,New York,10035,East,858.24,4
2642,CA-2015-169740,53376,2/20/15,2/25/15,Standard Class,LM-17065,Liz MacKendrick,Consumer,United States,Hot Springs,Arkansas,71901,South,29.99,1
2643,CA-2016-124051,23088,12/29/16,12/30/16,First Class,KA-16525,Kelly Andreada,Consumer,United States,Aurora,Illinois,60505,Central,186.048,6
2644,CA-2016-149111,41436,4/17/16,4/21/16,Second Class,BF-11170,Ben Ferrer,Home Office,United States,Raleigh,North Carolina,27604,South,36.792,1
2645,CA-2016-149111,44612,4/17/16,4/21/16,Second Class,BF-11170,Ben Ferrer,Home Office,United States,Raleigh,North Carolina,27604,South,18.624,8
2646,CA-2014-131002,15600,9/7/14,9/12/14,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Tulsa,Oklahoma,74133,Central,57.69,3
2647,CA-2014-131002,6614,9/7/14,9/12/14,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Tulsa,Oklahoma,74133,Central,42.81,3
2648,CA-2014-131002,42348,9/7/14,9/12/14,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Tulsa,Oklahoma,74133,Central,12.96,2
2649,CA-2014-131002,16046,9/7/14,9/12/14,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Tulsa,Oklahoma,74133,Central,821.88,6
2650,CA-2014-131002,25536,9/7/14,9/12/14,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Tulsa,Oklahoma,74133,Central,104.85,3
2651,US-2016-146794,23473,9/26/16,10/1/16,Standard Class,SH-19975,Sally Hughsby,Corporate,United States,Hesperia,California,92345,West,424.9575,5
2652,CA-2017-112515,14671,9/17/17,9/21/17,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,Provo,Utah,84604,West,10.776,3
2653,CA-2017-112515,36256,9/17/17,9/21/17,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,Provo,Utah,84604,West,11.784,3
2654,CA-2017-112515,9592,9/17/17,9/21/17,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,Provo,Utah,84604,West,164.88,3
2655,CA-2017-112515,39722,9/17/17,9/21/17,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,Provo,Utah,84604,West,1292.94,3
2656,CA-2017-112515,47379,9/17/17,9/21/17,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,Provo,Utah,84604,West,25.584,2
2657,CA-2017-112515,13961,9/17/17,9/21/17,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,Provo,Utah,84604,West,261.74,2
2658,CA-2017-112515,38219,9/17/17,9/21/17,Second Class,AS-10225,Alan Schoenberger,Corporate,United States,Provo,Utah,84604,West,14.4,5
2659,CA-2016-150343,37419,8/16/16,8/20/16,Standard Class,PK-19075,Pete Kriz,Consumer,United States,San Francisco,California,94110,West,10.86,3
2660,CA-2015-135538,11000,12/24/15,12/28/15,Standard Class,HR-14830,Harold Ryan,Corporate,United States,Gilbert,Arizona,85234,West,883.84,4
2661,CA-2017-123372,20115,11/28/17,12/2/17,Standard Class,DG-13300,Deirdre Greer,Corporate,United States,New York City,New York,10035,East,1979.89,11
2662,CA-2017-123372,59421,11/28/17,12/2/17,Standard Class,DG-13300,Deirdre Greer,Corporate,United States,New York City,New York,10035,East,79.96,2
2663,CA-2017-159604,37201,4/14/17,4/15/17,First Class,CL-12700,Craig Leslie,Home Office,United States,Springfield,Missouri,65807,Central,8.76,2
2664,CA-2016-164784,19532,5/1/16,5/4/16,First Class,HF-14995,Herbert Flentye,Consumer,United States,Memphis,Tennessee,38109,South,3.984,1
2665,CA-2016-164784,26148,5/1/16,5/4/16,First Class,HF-14995,Herbert Flentye,Consumer,United States,Memphis,Tennessee,38109,South,370.62,3
2666,CA-2016-164784,53111,5/1/16,5/4/16,First Class,HF-14995,Herbert Flentye,Consumer,United States,Memphis,Tennessee,38109,South,2.742,2
2667,CA-2016-111794,11230,10/1/16,10/1/16,Same Day,HG-15025,Hunter Glantz,Consumer,United States,Amarillo,Texas,79109,Central,79.512,3
2668,CA-2016-111794,10665,10/1/16,10/1/16,Same Day,HG-15025,Hunter Glantz,Consumer,United States,Amarillo,Texas,79109,Central,28.352,1
2669,US-2015-139759,41653,8/25/15,8/30/15,Standard Class,NL-18310,Nancy Lomonaco,Home Office,United States,Los Angeles,California,90045,West,40.784,1
2670,US-2015-139759,24297,8/25/15,8/30/15,Standard Class,NL-18310,Nancy Lomonaco,Home Office,United States,Los Angeles,California,90045,West,105.96,4
2671,CA-2014-126403,59224,9/9/14,9/12/14,Second Class,RR-19525,Rick Reed,Corporate,United States,Lowell,Massachusetts,1852,East,166.44,3
2672,CA-2014-126403,27170,9/9/14,9/12/14,Second Class,RR-19525,Rick Reed,Corporate,United States,Lowell,Massachusetts,1852,East,785.88,6
2673,CA-2014-126403,33454,9/9/14,9/12/14,Second Class,RR-19525,Rick Reed,Corporate,United States,Lowell,Massachusetts,1852,East,26.2,2
2674,CA-2014-126403,46090,9/9/14,9/12/14,Second Class,RR-19525,Rick Reed,Corporate,United States,Lowell,Massachusetts,1852,East,1325.85,5
2675,CA-2017-136875,27086,12/3/17,12/3/17,Same Day,TC-21295,Toby Carlisle,Consumer,United States,San Diego,California,92024,West,166.44,3
2676,CA-2017-132185,14685,11/27/17,12/2/17,Standard Class,DB-13615,Doug Bickford,Consumer,United States,Asheville,North Carolina,28806,South,8.76,5
2677,CA-2017-132185,19095,11/27/17,12/2/17,Standard Class,DB-13615,Doug Bickford,Consumer,United States,Asheville,North Carolina,28806,South,43.584,1
2678,US-2014-160780,30792,6/21/14,6/21/14,Same Day,SV-20785,Stewart Visinsky,Consumer,United States,Pueblo,Colorado,81001,West,11.088,7
2679,US-2014-160780,18536,6/21/14,6/21/14,Same Day,SV-20785,Stewart Visinsky,Consumer,United States,Pueblo,Colorado,81001,West,25.164,2
2680,CA-2017-127026,16292,1/21/17,1/27/17,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Jackson,Michigan,49201,Central,14.4,5
2681,CA-2017-127026,8474,1/21/17,1/27/17,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Jackson,Michigan,49201,Central,619.95,5
2682,CA-2017-127026,6569,1/21/17,1/27/17,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Jackson,Michigan,49201,Central,89.52,4
2683,CA-2017-127026,32926,1/21/17,1/27/17,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Jackson,Michigan,49201,Central,350.973,3
2684,CA-2017-127026,29472,1/21/17,1/27/17,Standard Class,MH-18115,Mick Hernandez,Home Office,United States,Jackson,Michigan,49201,Central,164.99,1
2685,CA-2017-137085,24756,6/29/17,7/6/17,Standard Class,CT-11995,Carol Triggs,Consumer,United States,Los Angeles,California,90004,West,312.552,9
2686,CA-2016-133123,5072,9/6/16,9/11/16,Standard Class,KB-16315,Karl Braun,Consumer,United States,Thomasville,North Carolina,27360,South,95.952,3
2687,CA-2016-133123,20845,9/6/16,9/11/16,Standard Class,KB-16315,Karl Braun,Consumer,United States,Thomasville,North Carolina,27360,South,3.204,2
2688,US-2016-128195,17364,8/4/16,8/5/16,First Class,RA-19285,Ralph Arnett,Consumer,United States,Peoria,Illinois,61604,Central,3.98,5
2689,CA-2015-153220,27870,11/12/15,11/14/15,First Class,YC-21895,Yoseph Carroll,Corporate,United States,Los Angeles,California,90032,West,15.7,5
2690,CA-2014-123064,42688,6/30/14,7/2/14,First Class,RA-19915,Russell Applegate,Consumer,United States,Chicago,Illinois,60653,Central,5.248,4
2691,CA-2017-156412,22050,12/4/17,12/8/17,Standard Class,CM-12160,Charles McCrossin,Consumer,United States,Philadelphia,Pennsylvania,19134,East,5.346,3
2692,US-2016-144211,46212,8/28/16,9/2/16,Standard Class,CS-12130,Chad Sievert,Consumer,United States,Englewood,Colorado,80112,West,15.48,3
2693,US-2016-144211,44224,8/28/16,9/2/16,Standard Class,CS-12130,Chad Sievert,Consumer,United States,Englewood,Colorado,80112,West,108.576,3
2694,CA-2016-138079,43478,1/22/16,1/28/16,Standard Class,AJ-10795,Anthony Johnson,Corporate,United States,Seattle,Washington,98115,West,109.9,5
2695,CA-2014-143182,37582,10/15/14,10/20/14,Standard Class,DL-12865,Dan Lawera,Consumer,United States,Hialeah,Florida,33012,South,15.384,1
2696,CA-2016-161662,38158,2/7/16,2/9/16,First Class,BE-11410,Bobby Elias,Consumer,United States,Lancaster,Ohio,43130,East,30.352,2
2697,CA-2014-145317,25942,3/18/14,3/23/14,Standard Class,SM-20320,Sean Miller,Home Office,United States,Jacksonville,Florida,32216,South,821.3,4
2698,CA-2014-145317,32230,3/18/14,3/23/14,Standard Class,SM-20320,Sean Miller,Home Office,United States,Jacksonville,Florida,32216,South,22638.48,6
2699,CA-2014-145317,12805,3/18/14,3/23/14,Standard Class,SM-20320,Sean Miller,Home Office,United States,Jacksonville,Florida,32216,South,21.376,4
2700,CA-2014-145317,14882,3/18/14,3/23/14,Standard Class,SM-20320,Sean Miller,Home Office,United States,Jacksonville,Florida,32216,South,8.016,3
2701,CA-2014-145317,44193,3/18/14,3/23/14,Standard Class,SM-20320,Sean Miller,Home Office,United States,Jacksonville,Florida,32216,South,30.768,2
2702,CA-2014-145317,11535,3/18/14,3/23/14,Standard Class,SM-20320,Sean Miller,Home Office,United States,Jacksonville,Florida,32216,South,18.936,3
2703,CA-2014-145317,8309,3/18/14,3/23/14,Standard Class,SM-20320,Sean Miller,Home Office,United States,Jacksonville,Florida,32216,South,122.352,3
2704,CA-2014-143413,27105,5/24/14,5/30/14,Standard Class,RP-19390,Resi Pölking,Consumer,United States,Baltimore,Maryland,21215,East,116.28,3
2705,CA-2017-156818,52860,7/11/17,7/13/17,Second Class,JD-16015,Joy Daniels,Consumer,United States,New York City,New York,10009,East,132.6,6
2706,CA-2017-155873,37676,6/16/17,6/21/17,Standard Class,AB-10255,Alejandro Ballentine,Home Office,United States,Carlsbad,New Mexico,88220,West,16.68,2
2707,CA-2017-155873,11083,6/16/17,6/21/17,Standard Class,AB-10255,Alejandro Ballentine,Home Office,United States,Carlsbad,New Mexico,88220,West,19.44,3
2708,CA-2017-155873,9637,6/16/17,6/21/17,Standard Class,AB-10255,Alejandro Ballentine,Home Office,United States,Carlsbad,New Mexico,88220,West,192.16,4
2709,CA-2015-121797,55857,1/30/15,2/6/15,Standard Class,CC-12145,Charles Crestani,Consumer,United States,Los Angeles,California,90049,West,227.36,7
2710,CA-2015-121797,46955,1/30/15,2/6/15,Standard Class,CC-12145,Charles Crestani,Consumer,United States,Los Angeles,California,90049,West,1919.976,3
2711,US-2015-120572,39731,12/11/15,12/15/15,Standard Class,GH-14425,Gary Hwang,Consumer,United States,Jacksonville,Florida,32216,South,12.828,2
2712,CA-2017-132430,4148,10/9/17,10/11/17,First Class,CP-12085,Cathy Prescott,Corporate,United States,Lakewood,Ohio,44107,East,45.888,4
2713,CA-2017-146031,19054,7/29/17,8/1/17,Second Class,GM-14440,Gary McGarr,Consumer,United States,Troy,New York,12180,East,60.12,9
2714,CA-2014-110100,19576,4/25/14,4/29/14,Standard Class,LC-16885,Lena Creighton,Consumer,United States,Wilmington,North Carolina,28403,South,302.376,3
2715,CA-2015-103723,51163,12/1/15,12/6/15,Standard Class,BT-11305,Beth Thompson,Home Office,United States,Seattle,Washington,98105,West,13.9,5
2716,CA-2014-127187,3675,12/4/14,12/8/14,Standard Class,CP-12085,Cathy Prescott,Corporate,United States,New York City,New York,10024,East,129.98,2
2717,CA-2017-128475,46675,8/26/17,9/1/17,Standard Class,SC-20680,Steve Carroll,Home Office,United States,Columbus,Georgia,31907,South,71.98,2
2718,CA-2014-100006,6969,9/7/14,9/13/14,Standard Class,DK-13375,Dennis Kane,Consumer,United States,New York City,New York,10024,East,377.97,3
2719,CA-2017-144827,13018,12/21/17,12/27/17,Standard Class,SE-20110,Sanjit Engle,Consumer,United States,Costa Mesa,California,92627,West,124.36,2
2720,CA-2014-110030,53676,12/6/14,12/8/14,Second Class,LF-17185,Luke Foster,Consumer,United States,Houston,Texas,77095,Central,23.976,3
2721,CA-2014-121286,55008,11/4/14,11/8/14,Second Class,ON-18715,Odella Nelson,Corporate,United States,Cary,North Carolina,27511,South,8.376,3
2722,CA-2014-121286,24102,11/4/14,11/8/14,Second Class,ON-18715,Odella Nelson,Corporate,United States,Cary,North Carolina,27511,South,58.24,5
2723,CA-2016-164735,56670,4/14/16,4/19/16,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Alexandria,Virginia,22304,South,81.2,5
2724,CA-2014-153479,6633,10/4/14,10/8/14,Standard Class,DF-13135,David Flashing,Consumer,United States,Vallejo,California,94591,West,14.45,5
2725,CA-2014-153479,58671,10/4/14,10/8/14,Standard Class,DF-13135,David Flashing,Consumer,United States,Vallejo,California,94591,West,95.648,2
2726,CA-2017-149888,51601,11/7/17,11/13/17,Standard Class,EP-13915,Emily Phan,Consumer,United States,Philadelphia,Pennsylvania,19120,East,359.97,5
2727,CA-2017-149888,38485,11/7/17,11/13/17,Standard Class,EP-13915,Emily Phan,Consumer,United States,Philadelphia,Pennsylvania,19120,East,350.352,4
2728,CA-2017-119193,9330,12/22/17,12/24/17,First Class,SK-19990,Sally Knutson,Consumer,United States,Toledo,Ohio,43615,East,1.641,1
2729,CA-2017-119193,2301,12/22/17,12/24/17,First Class,SK-19990,Sally Knutson,Consumer,United States,Toledo,Ohio,43615,East,629.958,7
2730,CA-2017-104801,45146,2/13/17,2/19/17,Standard Class,FH-14350,Fred Harton,Consumer,United States,Seattle,Washington,98105,West,6.63,3
2731,CA-2017-104801,34424,2/13/17,2/19/17,Standard Class,FH-14350,Fred Harton,Consumer,United States,Seattle,Washington,98105,West,799.96,4
2732,CA-2017-104801,33756,2/13/17,2/19/17,Standard Class,FH-14350,Fred Harton,Consumer,United States,Seattle,Washington,98105,West,107.53,1
2733,CA-2014-107594,7175,7/2/14,7/6/14,Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Plainfield,New Jersey,7060,East,73.98,2
2734,CA-2014-107594,15211,7/2/14,7/6/14,Standard Class,EH-13945,Eric Hoffmann,Consumer,United States,Plainfield,New Jersey,7060,East,5.58,1
2735,CA-2015-129770,52164,2/21/15,2/23/15,Second Class,JE-15715,Joe Elijah,Consumer,United States,Las Cruces,New Mexico,88001,West,49.12,4
2736,CA-2015-115798,28846,11/13/15,11/19/15,Standard Class,KL-16645,Ken Lonsdale,Consumer,United States,Newark,Delaware,19711,East,377.97,3
2737,CA-2015-115798,8995,11/13/15,11/19/15,Standard Class,KL-16645,Ken Lonsdale,Consumer,United States,Newark,Delaware,19711,East,42.28,7
2738,CA-2015-115798,30573,11/13/15,11/19/15,Standard Class,KL-16645,Ken Lonsdale,Consumer,United States,Newark,Delaware,19711,East,299.97,3
2739,CA-2015-115798,24363,11/13/15,11/19/15,Standard Class,KL-16645,Ken Lonsdale,Consumer,United States,Newark,Delaware,19711,East,89.98,2
2740,CA-2017-122707,48577,4/16/17,4/18/17,First Class,EB-13750,Edward Becker,Corporate,United States,Hoover,Alabama,35244,South,477.24,4
2741,CA-2017-122707,3860,4/16/17,4/18/17,First Class,EB-13750,Edward Becker,Corporate,United States,Hoover,Alabama,35244,South,25.98,2
2742,CA-2016-165015,17545,2/25/16,2/27/16,Second Class,BD-11725,Bruce Degenhardt,Consumer,United States,Newark,Ohio,43055,East,46.72,5
2743,CA-2014-149244,4918,11/4/14,11/8/14,Standard Class,MS-17530,MaryBeth Skach,Consumer,United States,San Diego,California,92037,West,35.34,2
2744,CA-2015-140144,53035,6/20/15,6/25/15,Second Class,SC-20770,Stewart Carmichael,Corporate,United States,San Francisco,California,94122,West,257.64,6
2745,CA-2015-140144,53637,6/20/15,6/25/15,Second Class,SC-20770,Stewart Carmichael,Corporate,United States,San Francisco,California,94122,West,125.976,3
2746,CA-2017-163321,58208,8/7/17,8/11/17,Second Class,FM-14380,Fred McMath,Consumer,United States,Jacksonville,North Carolina,28540,South,79.992,1
2747,CA-2014-155887,48910,5/12/14,5/17/14,Standard Class,KT-16480,Kean Thornton,Consumer,United States,Franklin,Massachusetts,2038,East,700.056,3
2748,US-2015-165449,12568,11/22/15,11/26/15,Standard Class,AP-10720,Anne Pryor,Home Office,United States,Frisco,Texas,75034,Central,27.168,4
2749,CA-2015-110247,49648,12/4/15,12/8/15,Standard Class,RH-19555,Ritsa Hightower,Consumer,United States,Tallahassee,Florida,32303,South,8.226,3
2750,US-2014-141257,8260,6/8/14,6/14/14,Standard Class,CS-11950,Carlos Soltero,Consumer,United States,Seattle,Washington,98115,West,585.552,3
2751,CA-2014-154669,6448,8/8/14,8/11/14,Second Class,TM-21010,Tamara Manning,Consumer,United States,Vacaville,California,95687,West,423.28,11
2752,CA-2014-158029,15200,5/26/14,5/30/14,Standard Class,HF-14995,Herbert Flentye,Consumer,United States,Los Angeles,California,90008,West,225.296,2
2753,CA-2015-155306,9624,4/17/15,4/21/15,Standard Class,GA-14515,George Ashbrook,Consumer,United States,San Francisco,California,94122,West,5.56,2
2754,CA-2015-155306,19576,4/17/15,4/21/15,Standard Class,GA-14515,George Ashbrook,Consumer,United States,San Francisco,California,94122,West,323.37,3
2755,CA-2015-155306,18310,4/17/15,4/21/15,Standard Class,GA-14515,George Ashbrook,Consumer,United States,San Francisco,California,94122,West,783.96,5
2756,CA-2015-155306,39653,4/17/15,4/21/15,Standard Class,GA-14515,George Ashbrook,Consumer,United States,San Francisco,California,94122,West,1447.65,5
2757,CA-2015-155306,7216,4/17/15,4/21/15,Standard Class,GA-14515,George Ashbrook,Consumer,United States,San Francisco,California,94122,West,11.96,2
2758,CA-2016-127775,55504,6/11/16,6/13/16,Second Class,ES-14020,Erica Smith,Consumer,United States,New York City,New York,10035,East,239.97,3
2759,CA-2016-146171,15531,3/11/16,3/15/16,Standard Class,JP-16135,Julie Prescott,Home Office,United States,Columbus,Georgia,31907,South,76.92,4
2760,CA-2016-146171,52158,3/11/16,3/15/16,Standard Class,JP-16135,Julie Prescott,Home Office,United States,Columbus,Georgia,31907,South,481.32,4
2761,CA-2014-129574,10383,5/26/14,5/29/14,First Class,Dp-13240,Dean percer,Home Office,United States,Murray,Utah,84107,West,48.4,5
2762,CA-2017-126536,34878,10/12/17,10/14/17,First Class,NK-18490,Neil Knudson,Home Office,United States,San Francisco,California,94110,West,0.99,1
2763,CA-2017-126536,34959,10/12/17,10/14/17,First Class,NK-18490,Neil Knudson,Home Office,United States,San Francisco,California,94110,West,101.84,5
2764,CA-2017-165757,31327,6/22/17,6/28/17,Standard Class,PL-18925,Paul Lucas,Home Office,United States,Philadelphia,Pennsylvania,19140,East,10.332,3
2765,CA-2017-165757,15609,6/22/17,6/28/17,Standard Class,PL-18925,Paul Lucas,Home Office,United States,Philadelphia,Pennsylvania,19140,East,31.155,5
2766,CA-2017-165757,39630,6/22/17,6/28/17,Standard Class,PL-18925,Paul Lucas,Home Office,United States,Philadelphia,Pennsylvania,19140,East,8.928,2
2767,CA-2017-167752,21924,1/15/17,1/18/17,First Class,RW-19690,Robert Waldorf,Consumer,United States,Philadelphia,Pennsylvania,19134,East,34.384,1
2768,CA-2017-167752,15484,1/15/17,1/18/17,First Class,RW-19690,Robert Waldorf,Consumer,United States,Philadelphia,Pennsylvania,19134,East,1924.16,8
2769,US-2015-122140,17701,4/2/15,4/7/15,Standard Class,MO-17950,Michael Oakman,Consumer,United States,Dallas,Texas,75220,Central,32.192,2
2770,US-2015-122140,22065,4/2/15,4/7/15,Standard Class,MO-17950,Michael Oakman,Consumer,United States,Dallas,Texas,75220,Central,50.12,7
2771,US-2015-122140,11276,4/2/15,4/7/15,Standard Class,MO-17950,Michael Oakman,Consumer,United States,Dallas,Texas,75220,Central,47.976,3
2772,CA-2016-163986,45312,9/3/16,9/10/16,Standard Class,JJ-15445,Jennifer Jackson,Consumer,United States,Waukesha,Wisconsin,53186,Central,54.5,5
2773,CA-2017-158967,20671,12/10/17,12/12/17,First Class,BT-11680,Brian Thompson,Consumer,United States,Fort Lauderdale,Florida,33311,South,19.104,3
2774,CA-2016-131576,50193,11/22/16,11/26/16,Standard Class,RD-19585,Rob Dowd,Consumer,United States,Detroit,Michigan,48205,Central,49.44,3
2775,CA-2017-143455,59574,11/11/17,11/18/17,Standard Class,ML-17755,Max Ludwig,Home Office,United States,Springfield,Ohio,45503,East,10.368,2
2776,CA-2016-144729,33853,10/21/16,10/25/16,Standard Class,JE-15745,Joel Eaton,Consumer,United States,San Diego,California,92037,West,154.44,3
2777,CA-2015-127019,2677,12/21/15,12/25/15,Standard Class,ER-13855,Elpida Rittenbach,Corporate,United States,Colorado Springs,Colorado,80906,West,60.984,7
2778,CA-2015-138534,38642,7/17/15,7/19/15,Second Class,JM-15535,Jessica Myrick,Consumer,United States,Bakersfield,California,93309,West,195.466,2
2779,CA-2017-108322,59240,4/30/17,5/5/17,Standard Class,SS-20140,Saphhira Shifley,Corporate,United States,Pompano Beach,Florida,33068,South,23.68,8
2780,CA-2017-108322,11721,4/30/17,5/5/17,Standard Class,SS-20140,Saphhira Shifley,Corporate,United States,Pompano Beach,Florida,33068,South,2.376,3
2781,CA-2017-167668,35008,5/6/17,5/8/17,First Class,TC-21295,Toby Carlisle,Consumer,United States,New York City,New York,10035,East,59.2,4
2782,CA-2017-146724,39519,11/20/17,11/27/17,Standard Class,HG-15025,Hunter Glantz,Consumer,United States,Lakeville,Minnesota,55044,Central,22,10
2783,CA-2016-139878,4236,11/11/16,11/16/16,Standard Class,LD-17005,Lisa DeCherney,Consumer,United States,Detroit,Michigan,48234,Central,257.98,2
2784,US-2016-106677,19873,11/5/16,11/10/16,Standard Class,AS-10285,Alejandro Savely,Corporate,United States,Philadelphia,Pennsylvania,19134,East,23.988,2
2785,CA-2016-116974,44886,10/9/16,10/15/16,Standard Class,MP-17965,Michael Paige,Corporate,United States,Troy,Ohio,45373,East,23.976,4
2786,CA-2015-149972,28477,9/21/15,9/23/15,First Class,CD-12790,Cynthia Delaney,Home Office,United States,Los Angeles,California,90036,West,601.536,4
2787,CA-2015-149972,2854,9/21/15,9/23/15,First Class,CD-12790,Cynthia Delaney,Home Office,United States,Los Angeles,California,90036,West,7.9,2
2788,US-2014-117744,18435,12/2/14,12/6/14,Standard Class,MD-17860,Michael Dominguez,Corporate,United States,Corpus Christi,Texas,78415,Central,58.36,5
2789,US-2014-117744,20527,12/2/14,12/6/14,Standard Class,MD-17860,Michael Dominguez,Corporate,United States,Corpus Christi,Texas,78415,Central,16.464,7
2790,US-2014-117744,47215,12/2/14,12/6/14,Standard Class,MD-17860,Michael Dominguez,Corporate,United States,Corpus Christi,Texas,78415,Central,39.96,5
