id,city,customerid,date,lastname,name,orderid,productid,quantity,region,returnamount,returnquantity,returnstatus,sales,state,zip,user_id
1740,San Francisco,13120,9/3/15,Bremer,David,131943,101739,5,West,0,0,0,129.45,CA,94122,6
1741,San Diego,13885,8/9/14,Ducich,Emily,110527,101740,8,West,0,0,0,20.88,CA,92037,6
1742,Philadelphia,18100,10/30/17,Crebagga,Mick,154548,101741,4,East,0,0,0,20.736,PA,19140,6
1743,Philadelphia,18100,10/30/17,Crebagga,Mick,154549,101742,2,East,0,0,0,7.168,PA,19140,6
1744,Philadelphia,18100,10/30/17,Crebagga,Mick,154550,101743,2,East,0,0,0,11.168,PA,19140,6
1745,Philadelphia,18100,10/30/17,Crebagga,Mick,154551,101744,7,East,0,0,0,442.4,PA,19140,6
1746,Rochester,11785,6/6/14,Mills,Bryan,133270,101745,2,East,0,0,0,13.36,NY,14609,6
1747,Jacksonville,14065,8/13/16,Mull,Erin,155670,101746,8,South,0,0,0,11.232,NC,28540,6
1748,Jacksonville,14065,8/13/16,Mull,Erin,157417,101747,3,South,0,0,0,10.272,NC,28540,6
1749,Houston,13450,4/25/14,Arnett,Dianna,157406,101748,2,Central,0,0,0,10.368,TX,77095,6
1750,Houston,13450,4/25/14,Arnett,Dianna,159155,101749,3,Central,0,0,0,6.24,TX,77095,6
1751,San Antonio,17800,11/22/15,OConnel,Meg,139094,101750,2,Central,0,0,0,206.962,TX,78207,6
1752,Oakland,15955,10/14/17,Wasserman,Joni,168837,101751,2,West,0,0,0,9.46,CA,94601,6
1753,San Francisco,21775,12/2/17,Wilson,Victoria,116715,101752,9,West,0,0,0,559.62,CA,94122,6
1754,San Francisco,21775,12/2/17,Wilson,Victoria,118468,101753,2,West,0,0,0,109.92,CA,94122,6
1755,San Francisco,21775,12/2/17,Wilson,Victoria,118469,101754,2,West,0,0,0,8.56,CA,94122,6
1756,Fort Worth,21460,12/8/15,Turnell,Tonja,135622,101755,11,Central,0,0,0,360.712,TX,76106,6
1757,Fort Worth,21460,12/8/15,Turnell,Tonja,137378,101756,6,Central,0,0,0,1718.4,TX,76106,6
1758,Houston,20155,7/13/15,Luxemburg,Sara,107349,101757,6,Central,0,0,0,41.568,TX,77095,6
1759,Houston,19375,5/11/14,Messe,Raymond,139017,101758,2,Central,0,0,0,46.864,TX,77095,6
1760,Philadelphia,18085,1/5/14,Brown,Mick,141817,101759,3,East,0,0,0,19.536,PA,19143,6
1761,San Diego,10900,9/5/15,Gainer,Arthur,130785,101760,4,West,0,0,0,411.332,CA,92105,6
1762,San Diego,10900,9/5/15,Gainer,Arthur,132546,101761,6,West,0,0,0,28.752,CA,92105,6
1763,San Diego,10900,9/5/15,Gainer,Arthur,132547,101762,3,West,0,0,0,293.199,CA,92105,6
1764,Suffolk,17755,8/4/16,Ludwig,Max,110254,101763,2,South,0,0,0,35.06,VA,23434,6
1765,Suffolk,17755,8/4/16,Ludwig,Max,112018,101764,1,South,0,0,0,4.13,VA,23434,6
1766,Suffolk,17755,8/4/16,Ludwig,Max,112019,101765,9,South,0,0,0,109.8,VA,23434,6
1767,Suffolk,17755,8/4/16,Ludwig,Max,112020,101766,2,South,0,0,0,9.82,VA,23434,6
1768,Greensboro,12685,3/22/14,Carroll,Craig,158057,101767,4,South,0,0,0,7.644,NC,27405,6
1769,Greensboro,12685,3/22/14,Carroll,Craig,159825,101768,5,South,0,0,0,51.465,NC,27405,6
1770,Dallas,20770,3/2/17,Carmichael,Stewart,146024,101769,4,Central,0,0,0,6.976,TX,75081,6
1771,Dallas,20770,3/2/17,Carmichael,Stewart,147794,101770,7,Central,0,0,0,12.222,TX,75081,6
1772,Chicago,14650,11/27/16,Guthrie,Greg,129686,101771,2,Central,0,0,0,97.984,IL,60623,6
1773,Chicago,14650,11/27/16,Guthrie,Greg,131458,101772,6,Central,0,0,0,62.4,IL,60623,6
1774,Baltimore,18295,4/28/14,Yedwab,Muhammed,118976,101773,2,East,0,0,0,20.86,MD,21215,6
1775,Baltimore,18295,4/28/14,Yedwab,Muhammed,120750,101774,9,East,0,0,0,497.61,MD,21215,6
1776,Baltimore,18295,4/28/14,Yedwab,Muhammed,120751,101775,2,East,0,0,0,5.34,MD,21215,6
1777,Baltimore,18295,4/28/14,Yedwab,Muhammed,120752,101776,1,East,0,0,0,3.15,MD,21215,6
1778,Los Angeles,13000,11/24/15,Powers,Darren,105347,101777,9,West,0,0,0,368.91,CA,90004,6
1779,Los Angeles,13000,11/24/15,Powers,Darren,107125,101778,5,West,0,0,0,14.7,CA,90004,6
1780,New York City,11770,11/11/16,Davis,Bryan,124667,101779,3,East,0,0,0,59.97,NY,10011,6
1781,New York City,11770,11/11/16,Davis,Bryan,126447,101780,1,East,0,0,0,83.36,NY,10011,6
1782,Franklin,12535,7/9/15,Bergmann,Claudia,111094,101781,2,East,0,0,0,6.58,MA,2038,6
1783,Franklin,12535,7/9/15,Bergmann,Claudia,112876,101782,3,East,0,0,0,122.94,MA,2038,6
1784,Milwaukee,15610,9/22/17,Epp,Jim,166317,101783,4,Central,0,0,0,219.84,WI,53209,6
1785,Milwaukee,15610,9/22/17,Epp,Jim,168101,101784,6,Central,0,0,0,98.16,WI,53209,6
1786,Milwaukee,15610,9/22/17,Epp,Jim,168102,101785,8,Central,0,0,0,33.04,WI,53209,6
1787,Milwaukee,15610,9/22/17,Epp,Jim,168103,101786,3,Central,0,0,0,86.97,WI,53209,6
1788,Kenosha,19855,2/15/15,Phan,Roy,154326,101787,3,Central,0,0,0,134.97,WI,53142,6
1789,Kenosha,19855,2/15/15,Phan,Roy,156114,101788,2,Central,0,0,0,699.98,WI,53142,6
1790,Kenosha,19855,2/15/15,Phan,Roy,156115,101789,5,Central,0,0,0,139.95,WI,53142,6
1791,New York City,19915,9/30/14,Applegate,Russell,102008,101790,1,East,0,0,0,48.94,NY,10011,6
1792,Madison,19390,12/1/14,Pölking,Resi,120474,101791,8,Central,0,0,0,2807.84,WI,53711,6
1793,Madison,19390,12/1/14,Pölking,Resi,122266,101792,4,Central,0,0,0,46.64,WI,53711,6
1794,Houston,21175,12/8/14,Boland,Thomas,104773,101793,2,Central,0,0,0,60.416,TX,77041,6
1795,Olathe,11455,9/5/16,Eason,Brad,140774,101794,3,Central,0,0,0,107.94,KS,66062,6
1796,New York City,17545,8/27/17,Reese,Mathew,139465,101795,8,East,0,0,0,63.84,NY,10024,6
1797,New York City,17545,8/27/17,Reese,Mathew,141261,101796,3,East,0,0,0,347.97,NY,10024,6
1798,New York City,17545,8/27/17,Reese,Mathew,141262,101797,6,East,0,0,0,37.008,NY,10024,6
1799,San Jose,19375,7/7/16,Messe,Raymond,100965,101798,5,West,0,0,0,215.65,CA,95123,6
1800,Dallas,15565,8/8/16,Fjeld,Jill,121034,101799,4,Central,0,0,0,11.168,TX,75081,6
1801,Dallas,15565,8/8/16,Fjeld,Jill,122834,101800,3,Central,0,0,0,53.952,TX,75081,6
1802,Auburn,10135,11/13/16,Shami,Adrian,149461,101801,1,West,0,0,0,4.18,WA,98002,6
1803,Philadelphia,15970,9/22/17,Airdo,Joseph,158379,101802,1,East,0,0,0,5.607,PA,19134,6
1804,Philadelphia,15970,9/22/17,Airdo,Joseph,160182,101803,7,East,0,0,0,4663.736,PA,19134,6
1805,Philadelphia,15970,9/22/17,Airdo,Joseph,160183,101804,2,East,0,0,0,79.984,PA,19134,6
1806,Los Angeles,14620,12/25/16,Kelly,Grace,118534,101805,7,West,0,0,0,2575.944,CA,90049,6
1807,Los Angeles,14620,12/25/16,Kelly,Grace,118535,101806,7,West,0,0,0,45.36,CA,90049,6
1808,Los Angeles,14620,12/25/16,Kelly,Grace,118536,101807,7,West,0,0,0,254.24,CA,90049,6
1809,Tulsa,19210,2/11/16,Breyer,Phillip,164938,101808,7,Central,0,0,0,69.93,OK,74133,6
1810,Chicago,14890,10/23/16,Kirkland,Heather,165484,101809,7,Central,0,0,0,16.156,IL,60610,6
1811,Chicago,14890,10/23/16,Kirkland,Heather,167294,101810,3,Central,0,0,0,54.816,IL,60610,6
1812,Harrisonburg,14305,6/9/14,Olsen,Frank,132612,101811,7,South,0,0,0,1441.3,VA,22801,6
1813,Newark,11680,11/20/17,Thompson,Brian,161193,101812,5,East,0,0,0,77.6,OH,43055,6
1814,Newark,11680,11/20/17,Thompson,Brian,163006,101813,2,East,0,0,0,4.656,OH,43055,6
1815,Los Angeles,20620,9/14/15,Perrino,Stefania,131597,101814,3,West,0,0,0,170.136,CA,90045,6
1816,Seattle,16840,6/4/15,Leatherbury,Lauren,164833,101815,2,West,0,0,0,7.38,WA,98105,6
1817,Seattle,16840,6/4/15,Leatherbury,Lauren,166649,101816,2,West,0,0,0,9.26,WA,98105,6
1818,Los Angeles,17575,12/13/15,Collins,Matt,125423,101817,2,West,0,0,0,9.96,CA,90036,6
1819,Chicago,15235,5/25/14,Lee,Janet,130379,101818,2,Central,0,0,0,75.6,IL,60623,6
1820,Chicago,15235,5/25/14,Lee,Janet,132198,101819,2,Central,0,0,0,29.32,IL,60623,6
1821,Chicago,14035,2/16/16,Ashbrook,Erin,168956,101820,6,Central,0,0,0,92.064,IL,60623,6
1822,Chicago,14035,2/16/16,Ashbrook,Erin,170777,101821,4,Central,0,0,0,6.976,IL,60623,6
1823,Chicago,14035,2/16/16,Ashbrook,Erin,170778,101822,3,Central,0,0,0,62.958,IL,60623,6
1824,Chicago,14035,2/16/16,Ashbrook,Erin,170779,101823,1,Central,0,0,0,5.184,IL,60623,6
1825,Redmond,20830,12/22/16,AnnReed,Sue,167507,101824,10,West,0,0,0,31.32,OR,97756,6
1826,Redmond,20830,12/22/16,AnnReed,Sue,169332,101825,4,West,0,0,0,11.84,OR,97756,6
1827,Redmond,20830,12/22/16,AnnReed,Sue,169333,101826,1,West,0,0,0,22.784,OR,97756,6
1828,Raleigh,12070,2/8/16,Hwang,Cathy,109344,101827,3,South,0,0,0,1127.976,NC,27604,6
1829,Macon,18460,7/13/15,Ducich,Neil,140851,101828,6,South,0,0,0,38.88,GA,31204,6
1830,Cleveland,11755,5/18/14,Stewart,Bruce,103373,101829,2,East,0,0,0,779.796,OH,44105,6
1831,Muskogee,20155,10/21/17,Luxemburg,Sara,145884,101830,8,Central,0,0,0,1439.92,OK,74403,6
1832,Muskogee,20155,10/21/17,Luxemburg,Sara,147715,101831,1,Central,0,0,0,262.11,OK,74403,6
1833,Monroe,14530,11/5/15,Bell,George,131422,101832,3,South,0,0,0,207,NC,28110,6
1834,Austin,10045,8/1/17,Smayling,Aaron,162691,101833,3,Central,0,0,0,1439.982,TX,78745,6
1835,Austin,10045,8/1/17,Smayling,Aaron,164525,101834,7,Central,0,0,0,36.288,TX,78745,6
1836,Meriden,19375,6/21/14,Messe,Raymond,141278,101835,5,East,0,0,0,21.4,CT,6450,6
1837,Roswell,18610,2/19/17,Hansen,Nicole,122693,101836,7,South,0,0,0,1245.86,GA,30076,6
1838,Charlotte,10975,8/1/14,Fisher,Barbara,117345,101837,3,South,0,0,0,17.544,NC,28205,6
1839,Charlotte,10975,8/1/14,Fisher,Barbara,119183,101838,4,South,0,0,0,44.128,NC,28205,6
1840,Charlotte,10975,8/1/14,Fisher,Barbara,119184,101839,1,South,0,0,0,62.92,NC,28205,6
1841,Charlotte,10975,8/1/14,Fisher,Barbara,119185,101840,2,South,0,0,0,78.304,NC,28205,6
1842,Bowling Green,16330,7/18/16,Harms,Katharine,157763,101841,1,South,0,0,0,140.81,KY,42104,6
1843,San Antonio,14230,2/9/15,Atkinson,Frank,135391,101842,4,Central,0,0,0,40.096,TX,78207,6
1844,San Antonio,14230,2/9/15,Atkinson,Frank,137234,101843,2,Central,0,0,0,40.784,TX,78207,6
1845,Seattle,14605,7/29/17,Weimer,Giulietta,113852,101844,3,West,0,0,0,90.57,WA,98115,6
1846,Washington,13450,1/12/17,Arnett,Dianna,158512,101845,6,East,0,0,0,40.08,DC,20016,6
1847,Washington,13450,1/12/17,Arnett,Dianna,160358,101846,2,East,0,0,0,37.68,DC,20016,6
1848,Los Angeles,14275,9/10/17,Hawley,Frank,128370,101847,3,West,0,0,0,362.352,CA,90004,6
1849,Los Angeles,14275,9/10/17,Hawley,Frank,130218,101848,2,West,0,0,0,7.184,CA,90004,6
1850,South Bend,19300,7/20/15,Kennedy,Ralph,160472,101849,1,Central,0,0,0,34.76,IN,46614,6
1851,South Bend,19300,7/20/15,Kennedy,Ralph,162322,101850,5,Central,0,0,0,831.2,IN,46614,6
1852,South Bend,19300,7/20/15,Kennedy,Ralph,162323,101851,5,Central,0,0,0,26.4,IN,46614,6
1853,South Bend,19300,7/20/15,Kennedy,Ralph,162324,101852,7,Central,0,0,0,106.75,IN,46614,6
1854,South Bend,19300,7/20/15,Kennedy,Ralph,162325,101853,2,Central,0,0,0,97.82,IN,46614,6
1855,South Bend,19300,7/20/15,Kennedy,Ralph,162326,101854,5,Central,0,0,0,141.4,IN,46614,6
1856,Los Angeles,14215,6/13/14,McAdams,Filia,114643,101855,3,West,0,0,0,14.52,CA,90032,6
1857,Houston,10420,5/12/17,Crouse,Alyssa,158218,101856,5,Central,0,0,0,127.92,TX,77041,6
1858,Houston,10420,5/12/17,Crouse,Alyssa,160075,101857,4,Central,0,0,0,34.24,TX,77041,6
1859,Bristol,15400,9/3/15,Braxton,Jennifer,121608,101858,2,East,0,0,0,137.62,CT,6010,6
1860,Bristol,15400,9/3/15,Braxton,Jennifer,123467,101859,1,East,0,0,0,100.49,CT,6010,6
1861,New York City,14440,3/26/17,McGarr,Gary,121251,101860,2,East,0,0,0,257.568,NY,10009,6
1862,New York City,14440,3/26/17,McGarr,Gary,123112,101861,4,East,0,0,0,119.96,NY,10009,6
1863,San Antonio,19840,11/12/14,Französisch,Roy,151078,101862,4,Central,0,0,0,49.632,TX,78207,6
1864,Aurora,18625,10/13/16,Childs,Noah,100839,101863,5,West,0,0,0,727.45,CO,80013,6
1865,Aurora,18625,10/13/16,Childs,Noah,102703,101864,3,West,0,0,0,24.96,CO,80013,6
1866,Newark,18355,11/12/17,Gilpin,Nat,116659,101865,3,East,0,0,0,370.782,OH,43055,6
1867,Henderson,10075,4/15/17,Hart,Adam,118857,101866,5,West,0,0,0,196.45,NV,89015,6
1868,Philadelphia,12070,6/25/15,Hwang,Cathy,127110,101867,6,East,0,0,0,31.104,PA,19143,6
1869,Philadelphia,12070,6/25/15,Hwang,Cathy,128978,101868,2,East,0,0,0,78.256,PA,19143,6
1870,Seattle,12145,8/26/16,Crestani,Charles,148201,101869,1,West,0,0,0,6.48,WA,98103,6
1871,San Francisco,18010,7/21/14,Ellison,Michelle,116932,101870,5,West,0,0,0,99.2,CA,94122,6
1872,San Francisco,18010,7/21/14,Ellison,Michelle,118803,101871,2,West,0,0,0,801.568,CA,94122,6
1873,San Francisco,18010,7/21/14,Ellison,Michelle,118804,101872,1,West,0,0,0,272.848,CA,94122,6
1874,Spokane,11230,11/21/17,Patterson,Benjamin,142888,101873,1,West,0,0,0,70.98,WA,99207,6
1875,Columbus,17470,6/4/14,Packer,Mark,147914,101874,2,East,0,0,0,16.224,OH,43229,6
1876,Long Beach,12010,3/10/16,Jumper,Caroline,112977,101875,1,East,0,0,0,176.784,NY,11561,6
1877,San Antonio,15775,3/25/17,Castell,John,112039,101876,3,Central,0,0,0,470.376,TX,78207,6
1878,Los Angeles,15160,12/29/17,Galang,James,118885,101877,4,West,0,0,0,393.568,CA,90049,6
1879,Los Angeles,15160,12/29/17,Galang,James,120763,101878,3,West,0,0,0,302.376,CA,90049,6
1880,Jacksonville,12760,3/28/17,Kinney,Cyma,166611,101879,9,South,0,0,0,68.742,FL,32216,6
1881,New York City,17185,3/5/15,Foster,Luke,109512,101880,3,East,0,0,0,29.34,NY,10011,6
1882,New York City,17185,3/5/15,Foster,Luke,111393,101881,7,East,0,0,0,383.607,NY,10011,6
1883,New York City,17185,3/5/15,Foster,Luke,111394,101882,4,East,0,0,0,563.4,NY,10011,6
1884,Philadelphia,12430,11/13/16,Clark,Chuck,118570,101883,7,East,0,0,0,217.056,PA,19143,6
1885,Keller,12865,1/19/17,Lawera,Dan,154718,101884,2,Central,0,0,0,6,TX,76248,6
1886,San Francisco,18895,4/22/16,Gonzalez,Paul,147578,101885,3,West,0,0,0,31.56,CA,94122,6
1887,Hialeah,14005,5/13/14,Hernandez,Erica,140165,101886,2,South,0,0,0,7.104,FL,33012,6
1888,Hialeah,14005,5/13/14,Hernandez,Erica,142052,101887,8,South,0,0,0,398.352,FL,33012,6
1889,Fairfield,21520,10/21/14,Blumstein,Tracy,142587,101888,4,East,0,0,0,121.792,OH,45014,6
1890,Fairfield,21520,10/21/14,Blumstein,Tracy,144476,101889,3,East,0,0,0,409.59,OH,45014,6
1891,Huntington Beach,13225,3/14/14,Katz,Dean,157623,101890,2,West,0,0,0,10.56,CA,92646,6
1892,Huntington Beach,13225,3/14/14,Katz,Dean,159514,101891,1,West,0,0,0,3.38,CA,92646,6
1893,Port Orange,15520,12/22/17,Pistek,Jeremy,145310,101892,1,South,0,0,0,7.824,FL,32127,6
1894,Medford,11980,11/24/16,Darley,Carol,100083,101893,1,West,0,0,0,24.784,OR,97504,6
1895,Charlottesville,10090,12/2/17,Shillingsburg,Adam,108063,101894,3,South,0,0,0,34.65,VA,22901,6
1896,Missoula,15280,12/31/15,OCarroll,Jas,109197,101895,2,West,0,0,0,487.984,MT,59801,6
1897,Minneapolis,10450,10/3/17,Cox,Amy,141789,101896,2,Central,0,0,0,1793.98,MN,55407,6
1898,Miami,19945,8/29/14,Akin,Ryan,169775,101897,2,South,0,0,0,29.808,FL,33178,6
1899,Miami,19945,8/29/14,Akin,Ryan,171673,101898,4,South,0,0,0,505.176,FL,33178,6
1900,Miami,19945,8/29/14,Akin,Ryan,171674,101899,3,South,0,0,0,174.0585,FL,33178,6
1901,Florence,12640,6/29/16,,Corey-Lock,140543,101900,6,South,0,0,0,191.88,SC,29501,6
1902,Detroit,13480,8/20/16,Wilson,Dianna,151141,101901,2,Central,0,0,0,14.78,MI,48205,6
1903,Springfield,12835,10/21/17,Kotsonis,Damala,167094,101902,1,West,0,0,0,5.184,OR,97477,6
1904,Springfield,12835,10/21/17,Kotsonis,Damala,168997,101903,2,West,0,0,0,478.48,OR,97477,6
1905,Springfield,12835,10/21/17,Kotsonis,Damala,168998,101904,2,West,0,0,0,28.4,OR,97477,6
1906,Indianapolis,17860,10/21/17,Dominguez,Michael,154410,101905,8,Central,0,0,0,909.12,IN,46203,6
1907,Apopka,19855,5/17/16,Phan,Roy,150567,101906,2,South,0,0,0,2.952,FL,32712,6
1908,Apopka,19855,5/17/16,Phan,Roy,152474,101907,6,South,0,0,0,27.018,FL,32712,6
1909,Los Angeles,19540,2/3/15,Wilson,Rick,157959,101908,4,West,0,0,0,136.92,CA,90008,6
1910,Oceanside,13660,12/18/17,Benoit,Duane,105886,101909,2,East,0,0,0,18.96,NY,11572,6
1911,Los Angeles,20770,11/15/16,Carmichael,Stewart,105963,101910,3,West,0,0,0,99.39,CA,90008,6
1912,Houston,14275,7/3/17,Hawley,Frank,121503,101911,7,Central,0,0,0,273.896,TX,77041,6
1913,Houston,14275,7/3/17,Hawley,Frank,123415,101912,3,Central,0,0,0,597.132,TX,77041,6
1914,Roswell,13990,1/15/14,Hackney,Erica,103366,101913,5,South,0,0,0,149.95,GA,30076,6
1915,Boynton Beach,10630,4/30/17,Steele,Ann,124597,101914,2,South,0,0,0,4.608,FL,33437,6
1916,Boynton Beach,10630,4/30/17,Steele,Ann,126512,101915,3,South,0,0,0,15.528,FL,33437,6
1917,Boynton Beach,10630,4/30/17,Steele,Ann,126513,101916,3,South,0,0,0,11.952,FL,33437,6
1918,Franklin,14905,11/8/15,Abelman,Helen,105634,101917,5,East,0,0,0,11.65,MA,2038,6
1919,Detroit,12070,10/30/15,Hwang,Cathy,123673,101918,2,Central,0,0,0,299.9,MI,48227,6
1920,Watertown,13765,8/17/17,Hooks,Edward,111423,101919,5,East,0,0,0,895.92,NY,13601,6
1921,Watertown,13765,8/17/17,Hooks,Edward,113343,101920,2,East,0,0,0,462.564,NY,13601,6
1922,Reading,17515,10/3/15,Zewe,Mary,125178,101921,2,East,0,0,0,15.008,PA,19601,6
1923,Arlington,20230,7/8/16,Coram,Scot,156685,101922,9,Central,0,0,0,863.64,TX,76017,6
1924,Arlington,20230,7/8/16,Coram,Scot,158608,101923,3,Central,0,0,0,47.616,TX,76017,6
1925,San Diego,18325,12/5/17,Patel,Naresj,126865,101924,3,West,0,0,0,92.94,CA,92024,6
1926,San Francisco,16990,3/9/17,Williams,Lindsay,102834,101925,2,West,0,0,0,199.98,CA,94110,6
1927,Los Angeles,14680,6/9/16,Matthias,Greg,139710,101926,3,West,0,0,0,177.48,CA,90045,6
1928,Denver,19495,11/28/17,Hansen,Rick,121538,101927,2,West,0,0,0,88.768,CO,80219,6
1929,Seattle,21685,3/16/17,Mitchum,Valerie,101539,101928,1,West,0,0,0,6.48,WA,98105,6
1930,Seattle,21685,3/16/17,Mitchum,Valerie,103468,101929,1,West,0,0,0,46.51,WA,98105,6
1931,Seattle,21685,3/16/17,Mitchum,Valerie,103469,101930,3,West,0,0,0,659.976,WA,98105,6
1932,Scottsdale,12670,11/27/16,Carreira,Craig,152121,101931,1,West,0,0,0,271.992,AZ,85254,6
1933,Lafayette,20365,8/6/17,Vernon,Seth,161200,101932,3,South,0,0,0,145.74,LA,70506,6
1934,Lafayette,20365,8/6/17,Vernon,Seth,163133,101933,5,South,0,0,0,15.4,LA,70506,6
1935,San Francisco,16990,11/27/17,Williams,Lindsay,101245,101934,5,West,0,0,0,244.55,CA,94109,6
1936,San Francisco,16990,11/27/17,Williams,Lindsay,103180,101935,8,West,0,0,0,166.16,CA,94109,6
1937,San Francisco,18685,5/25/15,Pelletier,Nora,141768,101936,3,West,0,0,0,14.73,CA,94109,6
1938,Broomfield,15715,7/8/16,Elijah,Joe,112109,101937,2,West,0,0,0,19.968,CO,80020,6
1939,Broomfield,15715,7/8/16,Elijah,Joe,114047,101938,7,West,0,0,0,33.488,CO,80020,6
1940,Broomfield,15715,7/8/16,Elijah,Joe,114048,101939,4,West,0,0,0,8.736,CO,80020,6
1941,Broomfield,15715,7/8/16,Elijah,Joe,114049,101940,3,West,0,0,0,662.88,CO,80020,6
1942,Quincy,12085,8/29/17,Prescott,Cathy,144064,101941,4,Central,0,0,0,47.36,IL,62301,6
1943,Quincy,12085,8/29/17,Prescott,Cathy,146006,101942,2,Central,0,0,0,27.44,IL,62301,6
1944,Quincy,12085,8/29/17,Prescott,Cathy,146007,101943,9,Central,0,0,0,3.24,IL,62301,6
1945,Carrollton,14035,6/20/16,Ashbrook,Erin,108581,101944,4,Central,0,0,0,95.968,TX,75007,6
1946,Carrollton,14035,6/20/16,Ashbrook,Erin,110526,101945,2,Central,0,0,0,10.368,TX,75007,6
1947,New York City,10615,9/2/17,Chong,Ann,159933,101946,2,East,0,0,0,23.1,NY,10009,6
1948,New York City,10615,9/2/17,Chong,Ann,159934,101947,2,East,0,0,0,11.54,NY,10009,6
1949,New York City,10615,9/2/17,Chong,Ann,159935,101948,1,East,0,0,0,254.526,NY,10009,6
1950,New York City,10615,9/2/17,Chong,Ann,159936,101949,1,East,0,0,0,12.98,NY,10009,6
1951,New York City,10615,9/2/17,Chong,Ann,159937,101950,8,East,0,0,0,26.432,NY,10009,6
1952,New York City,10615,9/2/17,Chong,Ann,159938,101951,3,East,0,0,0,197.97,NY,10009,6
1953,New York City,10615,9/2/17,Chong,Ann,159939,101952,6,East,0,0,0,18.9,NY,10009,6
1954,New York City,10615,9/2/17,Chong,Ann,159940,101953,5,East,0,0,0,1282.41,NY,10009,6
1955,New York City,10615,9/2/17,Chong,Ann,159941,101954,3,East,0,0,0,4.92,NY,10009,6
1956,New York City,10615,9/2/17,Chong,Ann,159942,101955,2,East,0,0,0,238,NY,10009,6
1957,New York City,10615,9/2/17,Chong,Ann,159943,101956,3,East,0,0,0,167.97,NY,10009,6
1958,New York City,10615,9/2/17,Chong,Ann,159944,101957,4,East,0,0,0,17.12,NY,10009,6
1959,Springfield,19690,9/10/17,Waldorf,Robert,110905,101958,3,Central,0,0,0,16.2,MO,65807,6
1960,Springfield,19690,9/10/17,Waldorf,Robert,112864,101959,3,Central,0,0,0,33.99,MO,65807,6
1961,Springfield,19690,9/10/17,Waldorf,Robert,112865,101960,5,Central,0,0,0,296.85,MO,65807,6
1962,Springfield,19690,9/10/17,Waldorf,Robert,112866,101961,6,Central,0,0,0,112.8,MO,65807,6
1963,Springfield,19690,9/10/17,Waldorf,Robert,112867,101962,3,Central,0,0,0,13.71,MO,65807,6
1964,Springfield,19690,9/10/17,Waldorf,Robert,112868,101963,5,Central,0,0,0,24.9,MO,65807,6
1965,Springfield,19690,9/10/17,Waldorf,Robert,112869,101964,3,Central,0,0,0,286.29,MO,65807,6
1966,Springfield,19690,9/10/17,Waldorf,Robert,112870,101965,2,Central,0,0,0,24.18,MO,65807,6
1967,Paterson,13210,12/21/17,Braden,Dean,165841,101966,3,East,0,0,0,281.97,NJ,7501,6
1968,Paterson,13210,12/21/17,Braden,Dean,167808,101967,5,East,0,0,0,69.5,NJ,7501,6
1969,Paterson,13210,12/21/17,Braden,Dean,167809,101968,3,East,0,0,0,166.44,NJ,7501,6
1970,Tulsa,11320,9/23/17,Donatelli,Bill,117485,101969,4,Central,0,0,0,291.96,OK,74133,6
1971,Chicago,17755,5/6/17,Ludwig,Max,140242,101970,3,Central,0,0,0,6.408,IL,60623,6
1972,Chicago,17755,5/6/17,Ludwig,Max,142213,101971,7,Central,0,0,0,408.744,IL,60623,6
1973,Chicago,16015,12/14/14,Daniels,Joy,148950,101972,4,Central,0,0,0,5.104,IL,60610,6
1974,Chicago,16015,12/14/14,Daniels,Joy,150923,101973,2,Central,0,0,0,2.896,IL,60610,6
1975,Chicago,16015,12/14/14,Daniels,Joy,150924,101974,3,Central,0,0,0,35.016,IL,60610,6
1976,Montgomery,10225,10/18/14,Schoenberger,Alan,110408,101975,3,South,0,0,0,275.97,AL,36116,6
1977,Montgomery,10225,10/18/14,Schoenberger,Alan,112384,101976,5,South,0,0,0,1394.95,AL,36116,6
1978,Montgomery,10225,10/18/14,Schoenberger,Alan,112385,101977,6,South,0,0,0,545.88,AL,36116,6
1979,Salem,10375,5/8/15,Armold,Allen,109939,101978,2,West,0,0,0,5.248,OR,97301,6
1980,Glendale,16465,4/14/16,Takahito,Kean,112669,101979,4,West,0,0,0,933.536,AZ,85301,6
1981,Glendale,16465,4/14/16,Takahito,Kean,114649,101980,4,West,0,0,0,42.976,AZ,85301,6
1982,Columbus,18280,12/14/15,MacIntyre,Muhammed,119592,101981,2,South,0,0,0,3.76,GA,31907,6
1983,Oklahoma City,18430,12/3/14,Gelder,Nathan,122749,101982,4,Central,0,0,0,479.96,OK,73120,6
1984,Brentwood,16825,11/25/14,Workman,Laurel,164721,101983,6,West,0,0,0,320.88,CA,94513,6
1985,Brentwood,16825,11/25/14,Workman,Laurel,166705,101984,3,West,0,0,0,23.88,CA,94513,6
1986,Brentwood,16825,11/25/14,Workman,Laurel,166706,101985,4,West,0,0,0,26.76,CA,94513,6
1987,Columbus,12415,7/25/16,Brittain,Christy,147417,101986,4,East,0,0,0,1439.976,OH,43229,6
1988,Springfield,10090,11/9/15,Shillingsburg,Adam,127509,101987,3,Central,0,0,0,17.22,MO,65807,6
1989,Springfield,10090,11/9/15,Shillingsburg,Adam,129497,101988,7,Central,0,0,0,1024.38,MO,65807,6
1990,Springfield,10090,11/9/15,Shillingsburg,Adam,129498,101989,3,Central,0,0,0,26.22,MO,65807,6
1991,Springfield,10090,11/9/15,Shillingsburg,Adam,129499,101990,3,Central,0,0,0,17.34,MO,65807,6
